10000 17600
2864 3181 8
2864 3260 12
2864 3338 20
2864 3640 17
2865 5830 17
2865 3030 8
2865 3077 10
2865 3351 9
2865 3471 9
2866 8565 18
2866 3547 20
2866 3114 7
2866 3213 13
2866 3517 17
2866 3578 19
2866 3737 16
2867 3519 19
2867 2990 7
2867 3287 16
2867 3632 13
2868 3305 20
2868 3400 20
2868 3405 11
2868 3423 18
2869 7671 17
2869 3092 14
2869 3647 6
2869 3714 20
2870 3352 9
2870 2964 11
2870 3126 12
2870 3239 8
2871 3650 10
2871 3655 19
2872 5798 13
2872 3743 16
2872 3446 20
2872 3671 6
2873 3113 13
2873 2935 18
2873 2956 8
2873 3111 8
2873 3212 18
2873 3271 5
2873 3522 7
2873 3562 21
2874 3465 11
2874 2946 12
2874 3457 5
2874 3495 8
2874 3602 15
2874 3725 16
2875 2968 17
2875 2945 20
2875 3150 10
2875 3327 6
2876 3555 5
2876 3040 18
2876 3130 9
2877 3198 19
2877 3138 14
2877 3398 21
2877 3488 13
2878 3651 16
2878 3309 13
2879 3629 6
2879 2973 8
2879 3389 10
2879 3572 7
2880 3447 16
2880 3026 15
2880 3733 9
2881 8795 10
2881 3683 19
2881 3063 7
2881 3269 21
2881 3673 17
2882 3002 12
2882 2987 20
2882 3005 5
2882 3014 6
2882 3689 6
2882 3747 19
2883 3730 15
2883 3688 7
2884 3501 10
2884 3169 14
2884 3404 15
2885 3146 10
2885 3390 5
2886 8305 10
2886 3262 5
2886 3050 21
2887 7003 6
2887 3159 10
2887 3035 18
2887 3643 5
2888 3303 17
2888 3347 12
2889 3101 14
2889 3316 21
2890 3378 15
2890 3386 9
2891 3459 7
2891 3091 7
2891 3337 14
2891 3358 20
2891 3422 17
2891 3426 14
2892 3322 18
2892 2931 15
2892 3315 16
2892 3353 20
2892 3674 7
2893 3567 19
2893 3357 13
2893 3409 19
2893 3410 7
2894 3524 20
2894 2977 20
2894 3144 19
2895 7359 14
2895 3244 12
2895 3220 17
2895 3292 20
2895 3585 5
2896 3657 15
2896 3403 12
2897 3527 15
2897 2926 19
2897 2954 10
2898 2999 6
2899 3741 11
2899 3312 15
2899 3593 15
2900 2974 7
2900 3279 10
2901 3226 8
2901 3374 17
2901 3511 15
2902 3268 7
2902 3128 5
2902 3249 12
2902 3579 13
2902 3637 18
2902 3667 13
2902 3708 17
2903 3069 7
2903 2916 19
2903 2959 11
2903 3141 16
2903 3256 10
2903 3595 19
2903 3707 14
2904 3515 18
2904 3022 9
2904 3266 20
2905 3529 18
2906 4261 19
2906 3552 9
2906 3081 21
2906 3648 10
2907 3363 17
2907 3117 12
2907 3202 13
2907 3257 8
2907 3275 13
2908 8081 7
2908 3170 14
2908 3462 8
2909 3478 8
2909 3350 19
2910 3395 14
2910 3084 20
2911 4947 18
2912 4826 16
2912 4561 15
2913 7967 14
2913 3761 17
2914 4271 14
2914 4524 18
2915 5079 17
2915 5355 8
2916 5103 12
2917 8962 18
2917 4387 6
2918 4909 21
2918 4503 7
2919 4715 16
2919 4179 10
2919 5092 6
2919 5298 7
2920 5113 11
2920 3788 13
2920 5004 18
2920 5267 5
2920 5316 8
2921 4204 15
2921 5414 9
2922 6752 7
2922 3757 20
2922 3765 6
2922 4510 18
2923 4301 18
2923 3870 18
2924 4143 6
2924 4197 8
2924 4942 15
2925 4760 15
2925 4924 14
2926 5037 18
2926 5293 14
2927 4380 7
2927 4098 17
2927 4862 15
2928 5315 17
2928 4499 20
2928 5401 15
2929 6520 8
2929 4870 19
2929 4253 21
2929 4447 6
2929 4878 5
2929 5281 15
2930 6007 15
2930 3759 17
2931 4992 11
2932 3988 9
2932 5167 5
2933 4048 16
2934 5098 9
2935 4262 5
2936 5435 18
2936 5346 7
2937 4206 17
2937 5358 5
2938 8078 16
2938 3828 8
2939 4833 10
2939 3775 20
2940 5419 21
2940 5393 5
2941 5164 7
2941 4314 10
2941 4920 11
2942 4635 21
2943 5242 19
2943 4138 14
2944 5308 6
2944 3947 9
2944 4018 9
2944 4667 18
2944 5282 15
2945 4148 7
2945 5230 21
2946 7733 21
2946 4453 20
2946 4703 19
2946 5305 21
2947 9717 8
2947 5143 11
2947 4257 15
2947 4782 14
2948 3898 17
2949 4335 10
2950 3795 17
2950 3890 5
2950 4309 21
2951 4973 8
2951 4116 9
2951 4264 15
2952 5309 7
2952 3937 16
2952 4740 10
2952 4918 7
2953 4187 12
2953 4194 9
2953 5035 5
2953 5212 13
2954 4789 17
2954 5206 6
2955 4407 11
2956 4947 15
2957 3884 21
2957 4526 14
2958 5882 12
2958 4744 19
2958 3816 10
2958 5182 19
2958 5184 21
2959 4310 17
2960 4080 7
2960 4414 16
2960 4627 7
2960 4673 15
2961 4744 15
2961 4122 7
2961 4408 19
2961 5078 16
2962 4971 14
2962 5006 19
2962 5239 19
2963 3987 15
2964 5055 13
2964 4208 6
2965 6080 7
2965 4593 14
2965 4280 20
2966 4390 19
2966 3923 16
2966 4096 19
2966 5088 19
2967 4870 10
2967 4321 15
2968 5147 19
2968 4136 20
2968 5415 16
2969 6129 13
2969 5278 7
2969 3955 15
2969 5211 10
2970 3934 7
2970 4084 9
2971 4247 11
2972 4811 7
2973 6727 21
2973 4872 12
2973 5136 7
2974 4299 19
2974 5151 14
2975 4800 21
2975 4147 13
2976 4081 17
2976 4676 5
2977 9050 9
2977 4518 17
2977 5153 18
2977 5429 9
2978 4232 7
2979 4266 7
2979 4777 16
2979 4943 17
2980 5308 9
2980 4681 10
2981 9029 7
2981 5229 14
2981 5328 11
2982 4318 21
2983 7322 6
2983 4306 10
2983 4102 6
2983 4315 10
2984 3883 16
2984 4576 10
2984 4647 15
2985 3769 7
2985 5025 19
2986 4407 17
2986 3798 15
2986 3864 20
2986 4389 8
2986 4815 14
2986 4980 19
2987 7332 14
2987 3962 17
2988 6663 21
2988 4623 6
2988 3998 19
2988 4006 18
2988 4374 7
2988 5018 11
2989 5767 10
2989 3838 5
2989 3986 15
2990 3888 11
2990 3967 11
2990 4444 17
2990 4723 13
2990 4916 12
2991 4911 10
2991 4616 5
2992 4484 13
2992 4791 21
2993 4191 10
2993 4149 15
2994 4154 15
2995 4157 7
2995 4926 20
2996 5229 8
2997 4860 6
2997 3863 20
2998 5166 15
2998 4068 9
2999 6836 16
2999 4427 21
2999 4434 14
3000 3977 6
3001 4813 18
3001 4685 6
3002 8456 17
3002 4298 18
3002 3939 6
3002 5256 12
3003 4498 16
3003 4292 19
3004 3766 7
3004 5044 5
3005 4807 12
3006 4043 21
3006 3887 16
3006 4716 8
3006 4778 20
3007 6996 11
3007 4176 17
3007 3976 17
3008 5887 9
3008 4682 20
3008 4764 7
3008 4945 20
3008 5299 6
3009 4747 18
3009 3992 14
3010 4453 6
3010 5357 13
3011 4422 12
3011 4937 15
3012 5162 8
3012 5060 13
3013 4066 18
3013 4381 12
3014 4267 17
3015 3960 16
3015 4675 5
3015 4880 19
3016 4261 20
3016 4737 6
3017 5525 5
3017 3970 20
3017 4030 9
3017 4651 20
3017 4698 10
3018 4597 15
3019 5185 11
3019 4492 19
3020 4796 12
3020 4954 13
3021 7668 18
3021 4014 15
3022 5250 7
3023 4721 18
3023 4163 21
3023 5002 14
3024 4645 14
3024 4649 9
3025 5279 9
3025 5297 6
3026 3990 16
3026 3975 9
3026 4094 14
3027 9027 9
3027 5014 7
3027 4481 11
3027 4633 20
3028 4324 14
3029 5387 10
3029 4027 13
3029 4881 12
3029 5432 19
3030 4902 19
3030 4105 9
3030 4346 19
3031 4670 14
3032 4141 16
3032 4650 10
3032 4787 5
3032 5111 7
3033 5216 19
3034 9494 19
3034 4542 15
3035 4540 14
3035 5028 13
3036 7407 13
3036 5294 11
3037 4851 5
3037 3797 16
3037 4933 6
3038 4989 20
3038 4003 14
3038 4225 14
3039 4099 10
3039 4601 9
3040 9232 17
3040 4114 14
3040 3862 19
3040 4735 7
3040 5199 21
3041 3988 12
3041 5156 20
3042 4529 20
3043 6596 8
3043 5164 20
3043 3911 19
3043 4215 12
3043 4279 19
3043 4890 21
3043 5017 13
3044 4209 8
3044 4940 8
3045 4022 14
3046 3853 6
3046 4281 17
3047 4556 18
3047 3918 13
3048 4944 11
3049 6295 5
3049 3834 12
3049 4368 15
3049 4837 19
3050 5019 7
3050 4963 8
3050 5439 5
3051 4118 7
3051 4012 18
3052 4761 21
3052 3991 5
3052 5209 7
3053 4077 11
3054 4988 13
3054 4483 15
3055 4606 18
3056 5104 14
3057 5242 9
3058 4383 15
3058 4733 21
3058 5029 16
3059 6847 7
3059 4995 15
3059 4549 16
3059 4959 18
3060 4832 21
3060 3944 5
3061 4382 6
3061 4773 19
3061 4809 18
3062 4749 7
3062 4140 13
3062 4183 9
3062 4903 5
3063 7291 15
3063 4206 20
3064 4274 17
3064 3953 15
3064 4687 5
3064 4719 17
3065 5222 15
3066 4364 17
3067 4307 16
3067 4142 6
3067 4638 20
3068 4527 19
3069 3907 15
3070 6046 16
3070 4327 20
3070 3994 10
3070 5155 9
3071 3871 10
3072 5107 18
3073 4718 21
3073 5172 17
3073 5351 10
3074 5306 13
3075 8641 8
3075 4263 18
3076 4632 21
3076 4700 10
3077 6512 20
3077 4694 13
3077 4088 14
3078 4717 7
3079 4293 20
3079 4367 10
3079 4678 6
3079 5168 14
3080 4254 6
3080 4583 13
3081 3933 16
3082 4259 10
3083 4682 13
3083 4928 10
3084 5905 20
3084 4440 8
3085 6159 21
3085 4672 16
3086 8072 15
3086 4184 6
3086 5244 5
3087 5161 8
3088 9260 10
3088 3981 15
3088 4471 16
3089 3999 7
3089 4609 15
3090 3809 18
3090 5121 17
3091 5313 18
3091 4237 7
3091 4513 16
3092 4418 7
3092 4856 6
3093 4437 18
3093 5251 11
3094 3883 19
3094 4244 19
3094 4952 16
3094 5102 14
3095 4324 7
3095 4394 19
3095 4410 18
3095 5008 11
3095 5120 16
3095 5339 9
3096 4536 11
3096 4751 16
3097 4189 20
3098 4188 6
3098 4111 16
3099 4455 13
3100 4925 5
3100 5440 21
3101 4458 19
3102 4882 6
3103 3771 13
3103 4398 15
3104 4217 16
3104 4547 18
3105 7540 16
3105 5288 11
3105 5165 18
3106 4498 20
3106 4391 16
3106 4857 17
3107 7743 5
3107 4672 19
3107 3861 15
3108 4229 8
3108 4788 20
3109 4156 13
3109 4599 15
3109 4759 21
3110 6700 5
3110 4021 14
3110 5237 7
3111 3793 12
3111 4214 20
3112 5631 7
3112 4542 16
3113 8156 5
3113 4564 12
3113 3942 13
3113 4078 14
3113 4915 12
3113 5280 21
3113 5422 8
3114 5378 14
3115 4621 10
3116 4028 17
3116 4058 19
3116 4388 15
3116 4449 10
3116 5370 18
3117 5016 14
3117 4007 7
3118 4544 10
3118 5069 21
3118 5180 17
3119 6095 10
3119 4746 9
3120 8027 19
3120 4320 13
3120 4378 21
3121 8330 5
3121 3889 8
3121 4420 5
3121 5213 13
3122 3874 16
3122 4251 18
3122 4347 7
3122 4996 20
3123 4406 8
3123 4127 17
3123 5052 11
3124 6407 7
3124 4772 5
3125 4657 19
3125 4592 8
3125 5203 6
3126 4706 6
3127 5330 13
3127 4428 16
3127 4972 10
3128 7047 13
3128 3917 9
3128 4823 19
3129 5150 20
3129 3778 8
3129 4174 5
3129 5059 16
3130 9006 12
3130 3808 11
3131 4114 8
3131 5270 19
3132 9615 15
3132 3771 21
3133 5406 10
3133 4120 5
3133 4155 9
3134 9855 21
3134 4645 15
3134 3823 11
3134 4834 5
3134 5331 21
3134 5365 6
3135 4354 12
3135 4530 10
3136 9894 21
3136 4175 11
3136 4180 14
3136 5095 21
3137 3873 14
3137 5049 20
3138 8951 16
3138 3845 6
3139 6114 20
3139 4517 12
3140 3929 5
3140 4457 5
3141 4507 9
3142 5106 19
3142 3954 16
3142 4436 19
3143 6373 8
3143 4302 14
3144 4132 20
3144 4653 13
3145 5046 8
3146 5260 19
3146 4348 9
3147 4453 16
3147 4385 13
3147 4707 11
3148 4248 16
3148 4580 16
3149 8131 19
3149 4501 12
3150 5576 10
3150 4553 12
3150 3924 17
3150 4128 8
3150 4914 16
3151 4855 18
3151 5337 18
3151 5399 11
3152 5138 10
3152 3831 16
3152 4906 16
3153 4024 9
3154 5110 14
3154 4758 16
3154 4921 17
3155 4289 14
3156 5258 17
3156 4477 6
3157 4682 10
3157 3767 16
3157 5441 21
3158 3891 7
3159 7077 19
3159 3860 16
3159 3800 6
3159 3996 18
3159 4286 19
3160 4728 7
3161 4062 20
3162 5255 15
3162 4797 8
3163 4742 17
3163 4109 7
3163 4571 19
3164 5327 14
3165 8564 14
3165 5382 8
3165 3910 12
3165 4245 13
3166 4387 7
3166 5056 19
3167 3845 17
3167 4239 14
3167 4705 16
3168 4488 10
3169 8485 5
3169 5181 5
3169 3945 7
3169 4063 11
3170 5268 15
3171 5146 14
3172 4035 15
3172 4258 20
3172 5132 21
3173 8271 14
3173 4271 16
3173 5142 5
3174 8207 20
3174 4333 15
3174 4792 11
3175 3842 9
3175 4198 11
3175 5071 19
3175 5385 19
3176 5373 14
3177 5471 16
3177 3974 17
3177 4240 15
3177 4830 12
3178 5753 9
3178 5266 13
3178 4493 14
3179 4071 19
3180 4848 16
3180 4624 6
3181 4044 18
3182 4666 9
3182 3753 8
3182 3815 15
3183 3755 12
3184 4377 12
3184 4750 6
3185 4595 8
3185 4516 5
3186 4467 10
3186 4242 17
3187 4747 10
3187 4710 12
3188 5418 8
3189 3972 19
3189 3904 11
3189 5360 8
3190 4644 16
3191 8929 7
3191 5325 20
3191 4490 21
3191 4905 10
3192 4706 20
3192 4297 20
3193 5717 20
3193 4762 15
3193 4585 7
3194 4117 11
3194 4400 9
3195 5021 18
3196 5174 19
3197 4541 21
3197 4478 16
3197 4934 17
3198 4604 18
3198 5284 18
3199 5302 6
3199 4962 19
3200 6703 9
3200 4935 17
3201 6410 17
3201 4432 8
3202 4956 19
3203 3786 16
3203 3897 6
3203 4786 10
3204 3776 16
3204 3805 20
3204 4827 8
3205 3848 11
3205 4353 9
3205 4505 7
3205 4659 17
3205 5205 7
3206 8660 14
3206 5041 12
3206 4233 9
3207 4464 10
3207 3754 10
3208 7966 13
3208 4889 21
3208 3909 10
3209 6500 16
3209 4070 6
3209 3983 5
3210 6674 7
3210 4430 7
3210 4181 10
3211 4349 10
3211 5097 5
3212 4944 17
3212 4017 15
3212 4774 15
3212 5125 18
3213 5188 15
3214 5067 12
3214 4502 17
3214 5087 6
3215 5086 16
3216 4008 20
3217 4265 8
3217 3916 19
3217 4732 21
3218 5077 10
3218 4305 15
3218 4701 5
3218 5272 20
3219 3943 9
3220 4615 7
3220 4875 6
3220 5317 11
3221 5883 16
3221 4765 6
3221 3799 20
3221 3905 10
3221 4461 15
3221 5189 7
3222 5338 13
3222 3810 17
3222 4031 5
3222 4275 6
3222 4337 10
3223 4656 10
3223 4565 17
3224 5263 12
3224 5225 6
3225 8612 9
3225 4104 11
3225 4495 18
3225 5148 16
3226 4125 16
3227 4355 8
3228 3819 9
3228 3785 20
3228 4283 20
3228 4362 16
3229 4562 11
3229 4828 16
3230 4365 17
3230 4038 7
3231 8439 8
3231 5248 16
3231 4663 9
3232 3772 14
3233 5720 11
3233 3832 6
3234 4025 12
3234 4159 15
3234 4885 7
3235 5186 11
3236 3903 18
3236 4268 18
3236 5425 21
3237 3908 10
3237 4642 7
3237 4929 5
3237 5084 15
3238 8701 16
3238 4844 13
3239 7954 19
3239 3834 15
3239 3876 18
3240 4582 17
3240 4550 20
3241 6376 19
3241 4379 20
3241 5140 19
3242 5366 21
3242 3822 18
3242 3922 19
3242 4331 13
3242 5318 19
3243 4376 5
3244 4636 15
3244 4708 10
3244 5265 11
3244 5286 18
3245 5529 13
3245 4551 12
3246 4512 11
3246 4766 13
3246 4821 20
3247 4613 14
3247 3764 11
3247 4779 7
3247 5349 18
3248 5373 13
3248 3957 11
3248 4166 7
3249 9745 20
3249 4927 9
3250 8749 12
3250 3892 13
3250 4316 19
3250 4725 12
3251 4167 12
3251 4395 17
3252 4540 12
3252 4165 8
3253 4371 18
3254 6489 20
3254 4973 8
3255 5116 18
3255 5323 20
3256 3783 17
3256 3989 10
3257 4672 11
3257 4722 21
3258 3821 15
3259 8878 5
3259 3928 18
3259 5117 10
3260 4451 11
3261 9131 19
3261 5152 11
3261 4334 20
3261 4466 6
3261 4930 19
3262 4614 16
3263 9367 7
3263 3789 6
3264 4982 21
3264 5003 12
3265 4506 21
3265 3835 5
3265 4913 21
3266 3768 18
3266 4824 10
3267 5672 7
3267 4873 13
3267 4893 18
3268 4093 17
3268 4713 17
3268 5353 11
3269 4404 16
3269 3866 18
3269 4741 8
3270 5382 17
3270 3814 11
3271 4004 11
3271 4126 7
3271 4784 14
3272 4474 10
3272 3773 21
3272 4879 8
3273 5022 10
3273 3790 18
3274 6013 14
3274 4957 7
3275 6372 17
3275 4221 20
3275 4468 15
3275 4958 20
3276 4296 18
3276 5063 17
3277 7641 5
3277 5376 16
3277 3912 18
3277 4177 17
3277 4639 21
3278 9185 14
3278 5334 10
3278 4092 11
3278 4130 18
3278 4976 16
3279 4276 5
3279 3829 18
3279 5241 10
3280 4090 11
3281 8485 18
3281 4440 14
3282 4843 15
3282 5115 15
3283 5379 13
3284 4108 17
3284 4690 12
3284 5045 11
3285 4224 13
3285 5245 19
3286 6417 11
3286 4876 15
3286 4023 19
3287 7029 13
3287 5039 11
3287 4456 12
3287 4804 16
3287 5296 6
3288 5435 13
3288 4568 18
3288 4793 13
3289 5377 11
3289 3973 12
3289 4720 15
3290 3984 17
3290 4192 10
3290 4783 16
3291 9330 12
3291 4847 10
3292 8420 10
3292 4977 5
3292 4539 20
3293 5390 16
3294 3972 7
3294 4586 10
3295 3804 13
3296 3867 13
3297 4807 12
3298 4853 13
3299 4195 17
3299 4570 5
3299 4612 19
3300 7279 15
3300 4201 15
3300 3906 20
3300 4688 12
3301 9745 19
3301 4306 10
3301 4091 17
3302 4714 21
3302 4757 19
3303 3893 6
3304 8861 19
3304 5217 10
3304 4939 13
3304 5354 8
3305 4243 14
3305 4622 9
3305 5424 20
3306 9868 21
3306 5013 13
3306 3875 14
3307 5032 10
3308 5369 13
3308 3894 9
3308 4895 9
3309 5178 18
3310 5390 6
3311 5295 16
3312 5628 16
3312 4453 18
3313 4247 21
3313 3951 8
3313 4754 17
3314 4884 17
3314 4726 11
3314 5100 20
3315 7444 20
3315 4669 12
3316 4562 21
3316 4033 9
3316 4820 20
3317 4139 21
3318 5300 10
3318 4358 18
3318 5023 13
3319 4734 11
3319 4662 16
3319 5118 18
3319 5362 18
3320 4200 9
3321 4596 15
3322 4407 7
3322 3985 7
3322 5160 11
3323 5342 15
3323 4146 18
3323 4480 8
3324 5278 20
3324 4016 5
3324 4438 10
3324 5374 21
3325 6841 9
3325 5431 17
3325 4887 15
3326 5085 13
3326 4665 14
3327 5398 5
3327 4563 6
3327 5434 9
3328 9296 14
3328 4860 17
3328 4936 19
3329 5061 11
3329 5236 8
3330 7682 9
3330 5170 20
3330 4123 14
3331 4230 10
3332 6517 6
3332 3902 8
3332 4994 6
3333 5266 12
3333 4475 14
3333 4917 6
3333 5343 15
3333 5397 15
3334 5285 14
3335 5103 11
3335 3774 15
3335 4435 16
3336 5133 15
3336 4658 10
3336 4755 16
3337 4666 14
3337 4124 21
3337 4519 9
3338 5372 21
3338 3993 9
3338 5068 16
3339 5175 19
3339 4579 6
3340 3926 8
3340 3979 21
3340 4119 7
3340 4161 7
3340 4351 12
3340 5193 18
3341 5051 9
3341 4861 7
3342 4061 19
3342 5064 13
3343 6273 14
3343 5407 21
3343 5420 8
3344 6169 10
3344 4228 12
3344 5144 8
3345 6981 9
3345 5162 9
3346 6960 5
3346 5443 14
3347 4598 6
3347 5264 20
3348 4013 11
3349 3849 18
3349 4095 14
3349 4491 8
3349 4619 18
3350 4168 7
3350 4912 19
3350 4997 13
3350 5383 15
3351 4235 11
3351 3949 11
3352 4892 11
3353 5554 10
3353 4643 21
3353 3900 12
3354 5065 10
3354 4303 19
3354 5093 18
3355 4369 5
3355 3830 16
3356 4065 18
3356 4250 8
3357 5254 10
3357 4202 11
3357 4731 16
3358 4069 8
3359 4645 11
3359 5220 7
3360 4067 17
3361 6000 16
3361 5320 10
3361 4842 17
3362 4134 8
3362 4552 12
3363 4176 5
3364 3950 13
3365 4106 20
3366 7588 18
3366 3903 17
3366 5126 18
3367 5301 10
3368 4872 19
3368 4164 13
3369 9416 8
3369 4983 7
3369 4590 9
3370 4441 13
3370 4790 16
3371 4545 9
3371 5368 15
3372 7377 13
3372 4816 8
3372 3782 13
3372 5137 11
3373 3763 15
3373 4054 21
3373 4319 16
3374 4307 13
3374 4075 18
3375 4578 14
3376 8046 12
3376 4311 21
3376 4226 21
3376 5322 19
3377 6389 9
3377 3972 20
3378 4724 5
3379 4404 18
3379 3801 13
3379 3807 10
3379 5094 15
3380 4152 9
3381 4517 9
3381 5445 7
3382 3885 18
3383 3852 17
3383 4558 20
3384 6036 12
3384 3997 9
3385 9764 15
3385 5149 14
3385 4689 8
3386 4854 20
3386 4429 19
3387 4010 18
3387 3868 5
3387 4476 6
3388 4173 18
3388 4671 9
3388 5287 11
3389 4115 21
3389 4799 13
3390 4372 13
3391 5053 7
3392 4219 8
3392 3846 10
3392 4019 16
3393 5011 5
3394 4290 16
3394 4083 18
3394 4234 5
3394 4323 14
3395 5109 16
3396 4825 18
3396 4511 11
3396 4849 20
3397 9742 13
3397 3824 21
3398 5161 21
3398 5112 16
3399 4835 14
3399 4641 10
3400 4010 13
3400 3839 7
3401 4866 18
3401 3820 20
3401 4317 8
3401 4756 16
3402 3758 14
3403 8007 14
3403 5361 14
3403 3836 19
3403 5312 17
3404 5007 10
3404 4767 5
3404 5243 16
3405 4556 18
3406 8240 14
3406 3809 17
3406 4865 5
3407 8567 11
3407 4302 18
3408 4970 15
3408 3847 6
3409 4894 5
3410 5409 12
3410 5135 21
3411 7143 20
3411 5303 20
3412 4697 11
3413 4079 19
3413 5332 14
3414 5824 14
3414 4074 5
3414 3896 20
3414 4269 8
3414 5421 6
3415 4872 6
3415 4769 19
3416 9911 20
3416 4629 17
3417 9641 15
3417 5022 8
3417 3927 9
3417 4051 15
3417 5202 20
3418 5820 21
3418 3749 20
3418 4059 11
3419 7333 13
3419 4473 18
3419 4361 5
3419 4684 14
3419 5276 16
3420 5210 18
3421 4944 18
3422 9479 11
3422 3812 21
3423 9729 8
3423 4847 5
3424 6832 13
3424 4020 21
3425 5552 19
3425 4637 16
3425 4605 5
3425 4899 10
3426 5054 5
3426 4145 19
3427 4081 9
3427 4196 11
3427 4284 15
3427 5433 8
3428 4324 17
3429 5446 21
3430 7293 5
3430 5419 14
3430 3796 10
3431 5946 19
3431 4329 6
3431 4500 8
3431 5364 10
3432 5345 6
3433 6578 17
3433 3811 9
3433 4546 18
3434 3881 13
3434 5201 9
3435 5366 15
3435 3865 7
3435 4246 21
3436 5047 21
3436 5042 19
3437 4948 18
3437 4867 6
3438 5491 7
3438 3825 12
3438 4822 16
3439 7786 12
3439 4193 10
3439 4496 8
3439 5128 13
3440 4596 15
3440 3961 14
3440 5129 13
3441 4267 6
3441 4169 19
3441 4520 20
3442 4000 19
3443 4028 11
3443 4249 21
3444 9144 16
3444 5285 8
3445 5398 20
3445 5024 19
3445 5031 18
3445 5403 20
3446 4186 20
3446 3792 11
3446 5090 13
3447 3752 8
3447 4340 9
3447 4360 9
3447 4607 20
3448 4525 9
3448 3895 9
3448 4005 21
3448 4053 5
3448 5367 8
3448 5430 5
3449 4344 15
3449 4227 16
3449 4523 19
3449 5040 19
3450 6886 16
3450 4050 21
3451 4889 8
3451 4611 17
3452 4458 12
3452 4411 11
3452 4805 6
3453 4946 19
3453 4341 20
3454 4587 11
3455 6486 19
3455 4581 6
3455 3760 19
3455 5130 17
3455 5191 9
3455 5204 8
3456 8202 8
3456 4052 19
3457 4073 12
3457 5275 7
3458 7694 12
3458 3867 15
3458 3919 17
3458 4178 21
3459 5449 12
3459 4765 10
3459 4514 18
3460 5079 5
3461 9373 10
3461 4718 6
3462 4617 20
3462 3780 9
3463 5541 15
3463 4129 15
3463 4548 10
3464 4603 5
3464 4046 16
3464 4485 12
3464 4509 9
3465 7867 9
3465 5340 6
3465 4026 6
3466 3749 20
3467 4631 13
3467 3914 13
3467 4801 19
3468 4858 6
3468 4941 18
3469 3880 13
3470 8818 15
3470 5437 17
3470 5428 17
3471 4040 15
3471 4572 8
3472 5697 12
3472 4711 7
3472 4312 16
3472 4487 12
3472 4967 5
3473 5055 9
3473 4691 15
3474 7768 14
3474 4076 20
3474 4182 15
3474 4220 13
3475 5195 5
3475 3965 14
3476 3931 17
3476 3938 20
3477 8290 20
3477 4356 20
3478 4648 19
3478 5410 16
3479 4829 17
3480 4294 16
3480 4112 5
3480 4238 17
3480 4448 15
3481 5426 15
3482 4925 13
3482 4628 15
3483 5013 12
3483 3879 17
3484 4479 14
3485 4450 9
3485 3980 20
3486 5314 10
3486 3925 17
3487 4085 6
3487 4039 10
3487 5177 16
3488 4721 9
3489 3821 5
3489 4213 9
3489 5105 7
3490 3995 14
3491 4661 19
3491 5020 10
3491 5208 10
3492 9043 17
3492 3990 8
3492 4515 17
3493 4817 8
3493 4588 16
3493 5091 21
3494 3768 8
3494 4674 10
3494 5395 9
3495 4858 13
3495 5038 18
3496 5033 21
3496 4704 18
3496 4960 7
3496 5363 6
3497 4294 12
3497 4397 14
3498 4370 21
3499 5971 10
3499 4748 12
3500 4634 10
3501 4421 15
3501 3940 12
3502 4802 15
3502 4131 7
3502 4330 20
3502 4891 5
3503 3813 8
3503 4011 20
3504 4154 19
3505 9376 19
3505 4045 14
3505 4931 17
3505 5214 14
3505 5335 10
3506 3841 16
3507 3840 16
3508 4927 5
3508 4352 16
3508 5344 5
3509 9736 7
3509 3817 17
3509 5259 8
3510 4462 11
3510 3877 6
3510 4419 17
3511 7253 6
3511 4110 11
3511 3762 9
3511 4375 10
3511 4431 17
3511 4532 5
3512 5076 20
3512 4339 13
3513 4497 12
3513 4041 14
3513 5405 12
3514 4825 8
3514 4652 13
3515 3978 8
3515 4150 10
3515 4993 8
3516 4706 8
3516 5271 18
3517 5314 7
3517 4886 7
3518 4437 13
3519 5261 6
3519 5228 7
3520 4907 11
3520 5183 12
3520 5249 7
3521 5009 17
3522 4582 17
3523 4396 9
3523 3802 12
3523 4736 16
3524 5388 15
3524 4445 6
3525 6752 12
3525 5338 6
3526 4512 12
3526 4660 19
3527 5163 15
3527 3850 18
3528 7499 19
3528 4507 19
3528 4373 10
3529 6788 14
3529 5448 12
3530 9136 18
3530 5131 20
3531 4537 5
3531 4412 16
3532 7705 12
3532 3849 17
3532 4739 11
3532 5145 8
3533 6163 5
3533 3812 18
3533 5289 16
3534 4702 15
3534 4618 8
3535 3751 14
3535 4231 16
3535 4569 15
3536 3997 13
3537 4556 6
3537 4868 17
3538 3827 19
3539 9276 11
3539 4577 17
3540 4589 17
3541 3867 11
3541 3781 17
3542 5404 11
3542 4423 9
3542 4469 9
3542 4630 9
3542 4852 20
3542 5283 5
3542 5447 9
3543 4230 19
3544 4882 18
3544 5257 6
3545 3869 18
3546 7459 7
3546 5423 14
3547 7327 15
3547 5391 21
3548 5196 9
3549 9295 11
3549 4113 15
3549 5187 18
3550 5227 5
3551 6575 21
3551 4538 9
3552 9634 10
3552 4566 17
3553 9948 6
3553 4288 5
3553 5124 17
3554 5041 9
3554 4752 8
3554 4806 5
3554 5247 7
3555 7980 18
3555 4870 8
3555 3930 9
3555 3982 11
3555 4042 12
3555 4313 6
3555 4845 19
3556 9331 18
3556 4922 10
3556 3851 7
3556 4350 13
3557 3907 14
3558 4013 11
3559 3964 18
3559 4981 15
3559 5190 14
3560 5378 17
3560 5108 10
3561 4896 10
